group,utterance_a,speaker_a,utterance_b,speaker_b,condition_b,similarity
pitch_-3,7976-110124-0002,7976,7976-110124-0002,7976,pitch_-3,0.23575615882873535
pitch_+3,7976-110124-0002,7976,7976-110124-0002,7976,pitch_+3,0.21246883273124695
pitch_-3,7976-110124-0003,7976,7976-110124-0003,7976,pitch_-3,0.14437434077262878
pitch_+3,7976-110124-0003,7976,7976-110124-0003,7976,pitch_+3,0.15937857329845428
pitch_-3,7976-110124-0004,7976,7976-110124-0004,7976,pitch_-3,0.14573241770267487
pitch_+3,7976-110124-0004,7976,7976-110124-0004,7976,pitch_+3,0.09952326118946075
pitch_-3,1988-147956-0000,1988,1988-147956-0000,1988,pitch_-3,0.1642836481332779
pitch_+3,1988-147956-0000,1988,1988-147956-0000,1988,pitch_+3,0.2411694973707199
pitch_-3,1988-147956-0001,1988,1988-147956-0001,1988,pitch_-3,0.13195419311523438
pitch_+3,1988-147956-0001,1988,1988-147956-0001,1988,pitch_+3,0.3196638226509094
pitch_-3,1988-147956-0002,1988,1988-147956-0002,1988,pitch_-3,0.03911563754081726
pitch_+3,1988-147956-0002,1988,1988-147956-0002,1988,pitch_+3,0.10149237513542175
pitch_-3,1988-147956-0003,1988,1988-147956-0003,1988,pitch_-3,0.16232174634933472
pitch_+3,1988-147956-0003,1988,1988-147956-0003,1988,pitch_+3,0.25254005193710327
pitch_-3,1988-147956-0004,1988,1988-147956-0004,1988,pitch_-3,0.1463550180196762
pitch_+3,1988-147956-0004,1988,1988-147956-0004,1988,pitch_+3,0.2898164391517639
